AvgTicketPrice,Cancelled,timestamp,OriginWeather,OriginRegion,OriginLocation,OriginCountry,OriginCityName,OriginAirportID,Origin,"hour_of_day",FlightTimeMin,FlightTimeHour,FlightNum,FlightDelayType,FlightDelayMin,FlightDelay,DistanceMiles,DistanceKilometers,DestWeather,DestRegion,DestLocation,DestCountry,DestCityName,DestAirportID,Dest,dayOfWeek,Carrier
"$348.44",false,"Jan 11, 2022 @ 05:22:57.000",Sunny,"FR-J","{
  ""coordinates"": [
    2.549999952,
    49.01279831
  ],
  ""type"": ""Point""
}",FR,Paris,CDG,"Charles de Gaulle International Airport",3,"46.098","0.7683024060314183",3FT0C5E,"No Delay",0,false,"372.373","599.276",Hail,"IT-25","{
  ""coordinates"": [
    8.72811,
    45.6306
  ],
  ""type"": ""Point""
}",IT,Milan,MI12,"Malpensa International Airport",1,"Logstash Airways"
"$267.24",true,"Jan 11, 2022 @ 05:22:34.000","Heavy Fog","GB-ENG","{
  ""coordinates"": [
    -0.461941,
    51.4706
  ],
  ""type"": ""Point""
}",GB,London,LHR,"London Heathrow Airport",3,"783.755","13.062581929906925",KRO1BRW,"Carrier Delay",30,true,"5,620.339","9,045.059",Clear,"SE-BD","{
  ""coordinates"": [
    28.246,
    -26.1392
  ],
  ""type"": ""Point""
}",ZA,Johannesburg,JNB,"OR Tambo International Airport",1,"Logstash Airways"
"$660.46",false,"Jan 11, 2022 @ 05:08:31.000","Damaging Wind","SE-BD","{
  ""coordinates"": [
    144.843002,
    -37.673302
  ],
  ""type"": ""Point""
}",AU,Melbourne,MEL,"Melbourne International Airport",3,"1,002.432","16.707194690892752",LMJIGK3,"No Delay",0,false,"9,966.114","16,038.907",Rain,"IT-34","{
  ""coordinates"": [
    12.1944,
    45.648399
  ],
  ""type"": ""Point""
}",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport",1,"Logstash Airways"
"$706.03",false,"Jan 11, 2022 @ 04:59:03.000",Cloudy,"SE-BD","{
  ""coordinates"": [
    144.843002,
    -37.673302
  ],
  ""type"": ""Point""
}",AU,Melbourne,MEL,"Melbourne International Airport",2,"826.566","13.776108109910545",JT0IHFT,"Late Aircraft Delay",45,true,"10,198.501","16,412.896",Hail,"US-VA","{
  ""coordinates"": [
    -76.20120239,
    36.89459991
  ],
  ""type"": ""Point""
}",US,Norfolk,ORF,"Norfolk International Airport",1,"Logstash Airways"
"$554.53",true,"Jan 11, 2022 @ 04:59:03.000","Heavy Fog","DE-BE","{
  ""coordinates"": [
    13.2877,
    52.5597
  ],
  ""type"": ""Point""
}",DE,Berlin,TXL,"Berlin-Tegel Airport",2,"772.626","12.87709200613462",P8ZSZYJ,"NAS Delay",240,true,"4,302.456","6,924.132",Rain,"US-MN","{
  ""coordinates"": [
    -92.19360352,
    46.84209824
  ],
  ""type"": ""Point""
}",US,Duluth,DLH,"Duluth International Airport",1,"ES-Air"
"$715.11",false,"Jan 11, 2022 @ 04:54:07.000","Heavy Fog","SE-BD","{
  ""coordinates"": [
    103.9469986,
    30.57850075
  ],
  ""type"": ""Point""
}",CN,Chengdu,CTU,"Chengdu Shuangliu International Airport",2,"705.909","11.765148347860388",FV7CTEB,"No Delay",0,false,"8,333.998","13,412.27",Clear,"US-FL","{
  ""coordinates"": [
    -81.23750305,
    28.77759933
  ],
  ""type"": ""Point""
}",US,Orlando,SFB,"Orlando Sanford International Airport",1,JetBeats
"$887.48",false,"Jan 11, 2022 @ 04:48:50.000",Clear,"US-CO","{
  ""coordinates"": [
    -104.6729965,
    39.86169815
  ],
  ""type"": ""Point""
}",US,Denver,DEN,"Denver International Airport",2,"535.376","8.922930759848905",VQDS98Z,"No Delay",0,false,"4,657.34","7,495.262","Damaging Wind","GB-ENG","{
  ""coordinates"": [
    -0.368333012,
    51.87469864
  ],
  ""type"": ""Point""
}",GB,London,LTN,"London Luton Airport",1,"Kibana Airlines"
"$268.94",false,"Jan 11, 2022 @ 04:43:00.000",Clear,"SE-BD","{
  ""coordinates"": [
    136.8049927,
    34.85839844
  ],
  ""type"": ""Point""
}",JP,Tokoname,NGO,"Chubu Centrair International Airport",2,"568.952","9.482524547025333",MZQP70J,"No Delay",0,false,"6,717.071","10,810.078",Hail,"US-KY","{
  ""coordinates"": [
    -85.736,
    38.1744
  ],
  ""type"": ""Point""
}",US,Louisville,SDF,"Louisville International Standiford Field",1,JetBeats
"$753.32",false,"Jan 11, 2022 @ 04:17:36.000",Sunny,"US-NC","{
  ""coordinates"": [
    -79.93730164,
    36.09780121
  ],
  ""type"": ""Point""
}",US,Greensboro,GSO,"Piedmont Triad International Airport",2,"167.019","2.783644518346276",Z3U9KLL,"Carrier Delay",45,true,"1,288.921","2,074.317",Cloudy,"CA-MB","{
  ""coordinates"": [
    -97.23989868,
    49.90999985
  ],
  ""type"": ""Point""
}",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",1,JetBeats
"$241.52",false,"Jan 11, 2022 @ 04:17:02.000",Clear,"SE-BD","{
  ""coordinates"": [
    12.2388889,
    41.8002778
  ],
  ""type"": ""Point""
}",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport",2,"98.004","1.6333920901745702",GCJ9GXT,"Late Aircraft Delay",75,true,"257.287","414.063",Clear,"IT-34","{
  ""coordinates"": [
    10.8885,
    45.395699
  ],
  ""type"": ""Point""
}",IT,Verona,VR10,"Verona Villafranca Airport",1,"ES-Air"
"$424.95",true,"Jan 11, 2022 @ 04:06:33.000","Thunder & Lightning","SE-BD","{
  ""coordinates"": [
    77.706299,
    13.1979
  ],
  ""type"": ""Point""
}",IN,Bangalore,BLR,"Kempegowda International Airport",2,"1,245.657","20.760952121381305",Z0NREKI,"Carrier Delay",90,true,"9,335.196","15,023.543","Damaging Wind","AR-B","{
  ""coordinates"": [
    -58.5358,
    -34.8222
  ],
  ""type"": ""Point""
}",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport",1,"Logstash Airways"
"$195.88",false,"Jan 11, 2022 @ 04:01:24.000",Sunny,"US-MA","{
  ""coordinates"": [
    -71.00520325,
    42.36429977
  ],
  ""type"": ""Point""
}",US,Boston,BOS,"General Edward Lawrence Logan International Airport",2,"75.837","1.2639524513322007",C7N9OFE,"No Delay",0,false,"942.46","1,516.743",Clear,"US-TN","{
  ""coordinates"": [
    -86.67819977,
    36.12450027
  ],
  ""type"": ""Point""
}",US,Nashville,BNA,"Nashville International Airport",1,"Kibana Airlines"
"$234.79",false,"Jan 11, 2022 @ 03:58:41.000",Rain,"CA-QC","{
  ""coordinates"": [
    -73.74079895,
    45.47060013
  ],
  ""type"": ""Point""
}",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport",1,"302.255","5.037574576420241",04PTBBD,"NAS Delay",195,true,"1,132.962","1,823.326",Cloudy,"CA-MB","{
  ""coordinates"": [
    -97.23989868,
    49.90999985
  ],
  ""type"": ""Point""
}",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",1,"Logstash Airways"
"$706.67",false,"Jan 11, 2022 @ 03:47:01.000",Cloudy,"CA-QC","{
  ""coordinates"": [
    -73.74079895,
    45.47060013
  ],
  ""type"": ""Point""
}",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport",1,"843.171","14.052844047762143",N8VK9PP,"No Delay",0,false,"9,954.517","16,020.242",Clear,"SE-BD","{
  ""coordinates"": [
    151.177002,
    -33.94609833
  ],
  ""type"": ""Point""
}",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport",1,"Kibana Airlines"
"$396.85",false,"Jan 11, 2022 @ 03:45:30.000",Sunny,"US-NY","{
  ""coordinates"": [
    -78.73220062,
    42.94049835
  ],
  ""type"": ""Point""
}",US,Buffalo,BUF,"Buffalo Niagara International Airport",1,"304.393","5.073211538872402",X8AN95G,"No Delay",0,false,"3,782.817","6,087.854","Heavy Fog","SE-BD","{
  ""coordinates"": [
    -77.114304,
    -12.0219
  ],
  ""type"": ""Point""
}",PE,Lima,LIM,"Jorge Chavez International Airport",1,"Logstash Airways"
"$624.74",false,"Jan 11, 2022 @ 03:45:30.000",Rain,"NL-NH","{
  ""coordinates"": [
    4.76388979,
    52.30860138
  ],
  ""type"": ""Point""
}",NL,Amsterdam,AMS,"Amsterdam Airport Schiphol",1,"1,124.871","18.747845227574317",W429J1Y,"NAS Delay",315,true,"10,064.606","16,197.414",Cloudy,"SE-BD","{
  ""coordinates"": [
    153.1170044,
    -27.38419914
  ],
  ""type"": ""Point""
}",AU,Brisbane,BNE,"Brisbane International Airport",1,"Logstash Airways"
"$413.95",false,"Jan 11, 2022 @ 03:42:30.000",Rain,"SE-BD","{
  ""coordinates"": [
    72.86789703,
    19.08869934
  ],
  ""type"": ""Point""
}",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport",1,"894.258","14.904291525137726",EPQWQ1G,"No Delay",0,false,"8,334.987","13,413.862",Clear,"US-MO","{
  ""coordinates"": [
    -94.713898,
    39.2976
  ],
  ""type"": ""Point""
}",US,"Kansas City",MCI,"Kansas City International Airport",1,"Logstash Airways"
"$271.27",false,"Jan 11, 2022 @ 03:26:46.000",Clear,"FI-ES","{
  ""coordinates"": [
    24.9633007,
    60.31719971
  ],
  ""type"": ""Point""
}",FI,Helsinki,HEL,"Helsinki Vantaa Airport",1,"478.349","7.972489719188884",42WHVIP,"No Delay",0,false,"5,052.953","8,131.94",Cloudy,"US-UT","{
  ""coordinates"": [
    -111.9779968,
    40.78839874
  ],
  ""type"": ""Point""
}",US,"Salt Lake City",SLC,"Salt Lake City International Airport",1,"Kibana Airlines"
"$443.42",false,"Jan 11, 2022 @ 03:23:54.000",Hail,"IT-82","{
  ""coordinates"": [
    13.091,
    38.175999
  ],
  ""type"": ""Point""
}",IT,Palermo,PA03,"Falcone Borsellino Airport",1,"541.595","9.026589109089427",89XKLHR,"No Delay",0,false,"5,721.04","9,207.121","Damaging Wind","SE-BD","{
  ""coordinates"": [
    126.4509964,
    37.46910095
  ],
  ""type"": ""Point""
}",KR,Seoul,ICN,"Incheon International Airport",1,"Kibana Airlines"
"$799.36",true,"Jan 11, 2022 @ 03:22:48.000",Sunny,"US-IL","{
  ""coordinates"": [
    -89.69329834,
    40.66419983
  ],
  ""type"": ""Point""
}",US,Peoria,PIA,"General Wayne A. Downing Peoria International Airport",1,"664.153","11.069223286744036",JOGEUJC,"No Delay",0,false,"4,952.23","7,969.841","Thunder & Lightning","IT-62","{
  ""coordinates"": [
    12.2388889,
    41.8002778
  ],
  ""type"": ""Point""
}",IT,Rome,RM11,"Leonardo da Vinci___Fiumicino Airport",1,"Kibana Airlines"
"$937.59",false,"Jan 11, 2022 @ 03:17:01.000",Cloudy,"FI-ES","{
  ""coordinates"": [
    24.9633007,
    60.31719971
  ],
  ""type"": ""Point""
}",FI,Helsinki,HEL,"Helsinki Vantaa Airport",1,"798.551","13.309190629602035",LQJYDA3,"No Delay",0,false,"9,427.74","15,172.478",Hail,"SE-BD","{
  ""coordinates"": [
    144.843002,
    -37.673302
  ],
  ""type"": ""Point""
}",AU,Melbourne,MEL,"Melbourne International Airport",1,"Kibana Airlines"
"$558.86",false,"Jan 11, 2022 @ 03:01:57.000",Rain,"EC-P","{
  ""coordinates"": [
    -78.3575,
    -0.129166667
  ],
  ""type"": ""Point""
}",EC,Quito,UIO,"Mariscal Sucre International Airport",1,"507.419","8.456975753606999",YDST11G,"No Delay",0,false,"6,621.201","10,655.789",Rain,"PL-MZ","{
  ""coordinates"": [
    20.96710014,
    52.16569901
  ],
  ""type"": ""Point""
}",PL,Warsaw,WAW,"Warsaw Chopin Airport",1,JetBeats
"$314.8",false,"Jan 11, 2022 @ 02:59:17.000",Rain,"GB-ENG","{
  ""coordinates"": [
    -0.461941,
    51.4706
  ],
  ""type"": ""Point""
}",GB,London,LHR,"London Heathrow Airport",0,"623.434","10.390565317127033",769JEHU,"NAS Delay",30,true,"4,424.913","7,121.207",Sunny,"US-FL","{
  ""coordinates"": [
    -80.29060364,
    25.79319954
  ],
  ""type"": ""Point""
}",US,Miami,MIA,"Miami International Airport",1,"Logstash Airways"
"$770.93",false,"Jan 11, 2022 @ 02:57:59.000",Cloudy,"SE-BD","{
  ""coordinates"": [
    -74.1469,
    4.70159
  ],
  ""type"": ""Point""
}",CO,Bogota,BOG,"El Dorado International Airport",0,"709.022","11.817040879305528",CB0GF45,"Late Aircraft Delay",195,true,"5,749.177","9,252.404",Clear,"IT-34","{
  ""coordinates"": [
    10.8885,
    45.395699
  ],
  ""type"": ""Point""
}",IT,Verona,VR10,"Verona Villafranca Airport",1,JetBeats
"$373.3",false,"Jan 11, 2022 @ 02:51:32.000",Clear,"SE-BD","{
  ""coordinates"": [
    138.531006,
    -34.945
  ],
  ""type"": ""Point""
}",AU,Adelaide,ADL,"Adelaide International Airport",0,"1,099.771","18.3295218112627",XV2N9LL,"No Delay",0,false,"9,567.127","15,396.798",Rain,"IT-34","{
  ""coordinates"": [
    12.1944,
    45.648399
  ],
  ""type"": ""Point""
}",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport",1,JetBeats
"$898.45",false,"Jan 11, 2022 @ 02:49:13.000",Hail,"US-MN","{
  ""coordinates"": [
    -92.5,
    43.90829849
  ],
  ""type"": ""Point""
}",US,Rochester,RST,"Rochester International Airport",0,"515.041","8.584023593307382",YK1OMCC,"No Delay",0,false,"5,440.543","8,755.704",Clear,"RU-AMU","{
  ""coordinates"": [
    128.445007,
    51.169997
  ],
  ""type"": ""Point""
}",RU,Belogorsk,XHBU,"Ukrainka Air Base",1,JetBeats
"$477.44",false,"Jan 11, 2022 @ 02:43:29.000",Cloudy,"IT-75","{
  ""coordinates"": [
    16.760599,
    41.138901
  ],
  ""type"": ""Point""
}",IT,Bari,BA02,"Bari Karol Wojty__a Airport",0,"179.601","2.993352954046617",UJBSN5V,"No Delay",0,false,"1,339.188","2,155.214",Clear,"NO-02","{
  ""coordinates"": [
    11.10039997,
    60.19390106
  ],
  ""type"": ""Point""
}",NO,Oslo,OSL,"Oslo Gardermoen Airport",1,"ES-Air"
"$200.96",false,"Jan 11, 2022 @ 02:37:16.000",Sunny,"IT-25","{
  ""coordinates"": [
    8.72811,
    45.6306
  ],
  ""type"": ""Point""
}",IT,Milan,MI12,"Malpensa International Airport",0,"393.038","6.550638284517532",F9FSDDU,"Late Aircraft Delay",360,true,"431.11","693.804",Clear,"IT-72","{
  ""coordinates"": [
    14.2908,
    40.886002
  ],
  ""type"": ""Point""
}",IT,Naples,NA01,"Naples International Airport",1,"Logstash Airways"
"$815.24",false,"Jan 11, 2022 @ 02:36:47.000",Rain,"CA-ON","{
  ""coordinates"": [
    -75.66919708,
    45.32249832
  ],
  ""type"": ""Point""
}",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport",0,"199.139","3.318990238970638",EIJIS66,"No Delay",0,false,"1,979.832","3,186.231",Sunny,"US-WA","{
  ""coordinates"": [
    -117.5339966,
    47.61989975
  ],
  ""type"": ""Point""
}",US,Spokane,GEG,"Spokane International Airport",1,JetBeats
"$830.95",false,"Jan 11, 2022 @ 02:33:37.000",Cloudy,"US-NY","{
  ""coordinates"": [
    -78.73220062,
    42.94049835
  ],
  ""type"": ""Point""
}",US,Buffalo,BUF,"Buffalo Niagara International Airport",0,"428.698","7.144962024374196",D149DUD,"No Delay",0,false,"4,528.467","7,287.861",Clear,"IT-72","{
  ""coordinates"": [
    14.2908,
    40.886002
  ],
  ""type"": ""Point""
}",IT,Naples,NA01,"Naples International Airport",1,"Kibana Airlines"
"$623.54",false,"Jan 11, 2022 @ 02:24:58.000",Sunny,"IT-82","{
  ""coordinates"": [
    15.0664,
    37.466801
  ],
  ""type"": ""Point""
}",IT,Catania,CT03,"Catania-Fontanarossa Airport",0,"543.718","9.06197138671499",QK3CYYV,"No Delay",0,false,"4,729.912","7,612.056",Hail,"SE-BD","{
  ""coordinates"": [
    31.11972222,
    -29.61444444
  ],
  ""type"": ""Point""
}",ZA,Durban,DUR,"King Shaka International Airport",1,"Kibana Airlines"
"$294.73",false,"Jan 11, 2022 @ 02:18:02.000",Clear,"CA-QC","{
  ""coordinates"": [
    -73.74079895,
    45.47060013
  ],
  ""type"": ""Point""
}",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport",0,"381.464","6.357736245155808",CYVFXRZ,"No Delay",0,false,"4,029.524","6,484.891",Clear,"PL-MZ","{
  ""coordinates"": [
    20.96710014,
    52.16569901
  ],
  ""type"": ""Point""
}",PL,Warsaw,WAW,"Warsaw Chopin Airport",1,JetBeats
"$679.71",false,"Jan 11, 2022 @ 02:12:21.000",Clear,"SE-BD","{
  ""coordinates"": [
    78.42985535,
    17.23131752
  ],
  ""type"": ""Point""
}",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport",0,"324.199","5.403311721240664",IKCZTBT,"No Delay",0,false,"2,215.925","3,566.186","Damaging Wind","SE-BD","{
  ""coordinates"": [
    108.751999,
    34.447102
  ],
  ""type"": ""Point""
}",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",1,"Kibana Airlines"
"$236.48",false,"Jan 11, 2022 @ 02:00:00.000",Cloudy,"AT-9","{
  ""coordinates"": [
    16.56970024,
    48.11029816
  ],
  ""type"": ""Point""
}",AT,Vienna,VIE,"Vienna International Airport",0,0,0,8KHCDEZ,"No Delay",0,false,0,0,"Heavy Fog","AT-9","{
  ""coordinates"": [
    16.56970024,
    48.11029816
  ],
  ""type"": ""Point""
}",AT,Vienna,VIE,"Vienna International Airport",1,"Kibana Airlines"
"$408.65",false,"Jan 11, 2022 @ 01:50:30.000",Clear,"IT-42","{
  ""coordinates"": [
    8.8375,
    44.4133
  ],
  ""type"": ""Point""
}",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport",23,"176.746","2.9457662269560765",LD0TBAA,"No Delay",0,false,"1,867.023","3,004.682",Clear,"RU-MUR","{
  ""coordinates"": [
    33.46390152,
    68.15180206
  ],
  ""type"": ""Point""
}",RU,Olenegorsk,XLMO,"Olenya Air Base",0,"Kibana Airlines"
"$429.81",true,"Jan 11, 2022 @ 01:48:41.000","Damaging Wind","SE-BD","{
  ""coordinates"": [
    135.2440033,
    34.4272995
  ],
  ""type"": ""Point""
}",JP,Osaka,KIX,"Kansai International Airport",23,"553.517","9.22527981691843",ISSXPIF,"No Delay",0,false,"4,815.151","7,749.235",Rain,"SE-BD","{
  ""coordinates"": [
    151.177002,
    -33.94609833
  ],
  ""type"": ""Point""
}",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport",0,"Logstash Airways"
"$632.57",false,"Jan 11, 2022 @ 01:48:35.000",Clear,"SE-BD","{
  ""coordinates"": [
    138.531006,
    -34.945
  ],
  ""type"": ""Point""
}",AU,Adelaide,ADL,"Adelaide International Airport",23,"685.04","11.417327024806662",FW7OZWC,"No Delay",0,false,"5,959.294","9,590.555",Sunny,"RU-AMU","{
  ""coordinates"": [
    128.445007,
    51.169997
  ],
  ""type"": ""Point""
}",RU,Belogorsk,XHBU,"Ukrainka Air Base",0,"ES-Air"
"$561.07",false,"Jan 11, 2022 @ 01:47:01.000",Hail,"RU-MOS","{
  ""coordinates"": [
    37.4146,
    55.972599
  ],
  ""type"": ""Point""
}",RU,Moscow,SVO,"Sheremetyevo International Airport",23,"161.374","2.689572558268422",KQ4SP2I,"No Delay",0,false,"1,303.554","2,097.867",Rain,"IT-34","{
  ""coordinates"": [
    12.1944,
    45.648399
  ],
  ""type"": ""Point""
}",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport",0,"ES-Air"
"$399.41",true,"Jan 11, 2022 @ 01:42:29.000",Sunny,"US-VA","{
  ""coordinates"": [
    -76.49299622,
    37.13190079
  ],
  ""type"": ""Point""
}",US,"Newport News",PHF,"Newport News Williamsburg International Airport",23,"371.769","6.196147806493639",SBU05PS,"No Delay",0,false,"4,389.123","7,063.608","Thunder & Lightning","IT-52","{
  ""coordinates"": [
    10.3927,
    43.683899
  ],
  ""type"": ""Point""
}",IT,Pisa,PI05,"Pisa International Airport",0,JetBeats
"$275.37",false,"Jan 11, 2022 @ 01:33:22.000","Thunder & Lightning","IT-42","{
  ""coordinates"": [
    8.8375,
    44.4133
  ],
  ""type"": ""Point""
}",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport",23,"657.534","10.958902658890942",H356XZB,"No Delay",0,false,"5,720.019","9,205.479","Damaging Wind","SE-BD","{
  ""coordinates"": [
    121.3359985,
    31.19790077
  ],
  ""type"": ""Point""
}",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport",0,"ES-Air"
"$854.11",false,"Jan 11, 2022 @ 01:29:33.000",Rain,"SE-BD","{
  ""coordinates"": [
    -58.5358,
    -34.8222
  ],
  ""type"": ""Point""
}",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport",23,"693.498","11.558295499883014",1WWNGKZ,"No Delay",0,false,"7,325.632","11,789.461",Cloudy,"SE-BD","{
  ""coordinates"": [
    151.177002,
    -33.94609833
  ],
  ""type"": ""Point""
}",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport",0,JetBeats
"$871.49",true,"Jan 11, 2022 @ 01:27:45.000",Clear,"US-MA","{
  ""coordinates"": [
    -71.00520325,
    42.36429977
  ],
  ""type"": ""Point""
}",US,Boston,BOS,"General Edward Lawrence Logan International Airport",23,"437.825","7.297081424946773",LKKNP2C,"No Delay",0,false,"4,080.777","6,567.373","Damaging Wind","PL-MZ","{
  ""coordinates"": [
    20.96710014,
    52.16569901
  ],
  ""type"": ""Point""
}",PL,Warsaw,WAW,"Warsaw Chopin Airport",0,JetBeats
"$305.19",false,"Jan 11, 2022 @ 01:22:09.000",Clear,"US-TX","{
  ""coordinates"": [
    -98.46980286,
    29.53370094
  ],
  ""type"": ""Point""
}",US,"San Antonio",SAT,"San Antonio International Airport",23,"878.278","14.637961347571174",6YCD7S2,"Weather Delay",180,true,"5,640.565","9,077.609",Rain,"IT-34","{
  ""coordinates"": [
    10.8885,
    45.395699
  ],
  ""type"": ""Point""
}",IT,Verona,VR10,"Verona Villafranca Airport",0,"ES-Air"
"$342.63",false,"Jan 11, 2022 @ 01:06:08.000","Thunder & Lightning","EC-P","{
  ""coordinates"": [
    -78.3575,
    -0.129166667
  ],
  ""type"": ""Point""
}",EC,Quito,UIO,"Mariscal Sucre International Airport",23,"766.26","12.771003915072619",OHFV1E3,"No Delay",0,false,"6,189.716","9,961.383",Cloudy,"IT-34","{
  ""coordinates"": [
    10.8885,
    45.395699
  ],
  ""type"": ""Point""
}",IT,Verona,VR10,"Verona Villafranca Airport",0,JetBeats
"$254.55",true,"Jan 11, 2022 @ 00:58:54.000",Sunny,"IT-62","{
  ""coordinates"": [
    12.5949,
    41.7994
  ],
  ""type"": ""Point""
}",IT,Rome,RM12,"Ciampino___G. B. Pastine International Airport",22,"862.629","14.377154884027345",CVDW1ZM,"Late Aircraft Delay",330,true,"4,964.408","7,989.44","Thunder & Lightning","US-IL","{
  ""coordinates"": [
    -90.50749969,
    41.44850159
  ],
  ""type"": ""Point""
}",US,Moline,MLI,"Quad City International Airport",0,"Kibana Airlines"
"$635.66",false,"Jan 11, 2022 @ 00:58:43.000",Cloudy,"IT-25","{
  ""coordinates"": [
    9.27674,
    45.445099
  ],
  ""type"": ""Point""
}",IT,Milan,MI11,"Milano Linate Airport",22,"405.02","6.750328994139769",00882F6,"No Delay",0,false,"4,530.017","7,290.356","Thunder & Lightning","CA-MB","{
  ""coordinates"": [
    -97.23989868,
    49.90999985
  ],
  ""type"": ""Point""
}",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",0,"Logstash Airways"
"$339.73",false,"Jan 11, 2022 @ 00:58:18.000",Clear,"GB-ENG","{
  ""coordinates"": [
    -0.190277994,
    51.14810181
  ],
  ""type"": ""Point""
}",GB,London,LGW,"London Gatwick Airport",22,"387.986","6.4664367252955115",0HTUEZM,"NAS Delay",240,true,"1,563.224","2,515.765",Cloudy,"RU-MOS","{
  ""coordinates"": [
    37.4146,
    55.972599
  ],
  ""type"": ""Point""
}",RU,Moscow,SVO,"Sheremetyevo International Airport",0,"Kibana Airlines"
"$323.12",false,"Jan 11, 2022 @ 00:57:08.000",Sunny,"US-CT","{
  ""coordinates"": [
    -72.68319702,
    41.93889999
  ],
  ""type"": ""Point""
}",US,Hartford,BDL,"Bradley International Airport",22,"223.441","3.7240197351206463",TL0S737,"No Delay",0,false,"1,666.079","2,681.294","Thunder & Lightning","PR-U-A","{
  ""coordinates"": [
    -66.00180054,
    18.43939972
  ],
  ""type"": ""Point""
}",PR,"San Juan",SJU,"Luis Munoz Marin International Airport",0,"Kibana Airlines"
"$576.16",false,"Jan 11, 2022 @ 00:50:04.000",Rain,"SE-BD","{
  ""coordinates"": [
    121.3359985,
    31.19790077
  ],
  ""type"": ""Point""
}",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport",22,"468.941","7.815679563722465",44ZWULG,"No Delay",0,false,"5,536.339","8,909.875",Cloudy,"IT-34","{
  ""coordinates"": [
    12.3519,
    45.505299
  ],
  ""type"": ""Point""
}",IT,Venice,VE05,"Venice Marco Polo Airport",0,JetBeats
"$309.95",false,"Jan 11, 2022 @ 00:47:35.000",Cloudy,"IT-42","{
  ""coordinates"": [
    8.8375,
    44.4133
  ],
  ""type"": ""Point""
}",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport",22,"746.911","12.448511855596957",FILT30E,"Late Aircraft Delay",105,true,"5,584.107","8,986.75",Rain,"SE-BD","{
  ""coordinates"": [
    126.4509964,
    37.46910095
  ],
  ""type"": ""Point""
}",KR,Seoul,ICN,"Incheon International Airport",0,JetBeats
"$224.38",false,"Jan 11, 2022 @ 00:43:23.000",Rain,"SE-BD","{
  ""coordinates"": [
    121.8050003,
    31.14340019
  ],
  ""type"": ""Point""
}",CN,Shanghai,PVG,"Shanghai Pudong International Airport",22,120,2,6W4Z8OS,"Carrier Delay",120,true,0,0,Rain,"SE-BD","{
  ""coordinates"": [
    121.8050003,
    31.14340019
  ],
  ""type"": ""Point""
}",CN,Shanghai,PVG,"Shanghai Pudong International Airport",0,"Kibana Airlines"
"$857.69",false,"Jan 11, 2022 @ 00:39:16.000",Rain,"SE-BD","{
  ""coordinates"": [
    78.42985535,
    17.23131752
  ],
  ""type"": ""Point""
}",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport",22,"198.121","3.302023829647072",XYUNWH7,"No Delay",0,false,"2,215.925","3,566.186","Heavy Fog","SE-BD","{
  ""coordinates"": [
    108.751999,
    34.447102
  ],
  ""type"": ""Point""
}",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",0,"Kibana Airlines"
"$561.86",true,"Jan 11, 2022 @ 00:37:46.000",Sunny,"IT-88","{
  ""coordinates"": [
    9.05428,
    39.251499
  ],
  ""type"": ""Point""
}",IT,Cagliari,CA07,"Cagliari Elmas Airport",22,"643.92","10.732004307951936",YIB77W3,"No Delay",0,false,"4,801.362","7,727.043","Damaging Wind","US-IL","{
  ""coordinates"": [
    -87.75240326,
    41.7859993
  ],
  ""type"": ""Point""
}",US,Chicago,MDW,"Chicago Midway International Airport",0,"ES-Air"
"$769.68",true,"Jan 11, 2022 @ 00:34:08.000",Rain,"EC-P","{
  ""coordinates"": [
    -78.3575,
    -0.129166667
  ],
  ""type"": ""Point""
}",EC,Quito,UIO,"Mariscal Sucre International Airport",22,"882.44","14.707335753354533",ICS9U32,"No Delay",0,false,"6,031.552","9,706.842","Heavy Fog","IT-21","{
  ""coordinates"": [
    7.64963,
    45.200802
  ],
  ""type"": ""Point""
}",IT,Torino,TO11,"Turin Airport",0,"Logstash Airways"
